Interaction_ID,Record_Version,Customer_ID,Product_ID,Event_Time,Available_At,Updated_At,Interaction_Type,Summary_Text,Next_Action,Record_Status,Source_System,Sales_Rep_ID
INT-0001727,1,C_466143,P_RARE_Product_Family_03,2021-03-09,2021-03-09,2021-03-09,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 2326.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001728,1,C_466143,,2021-03-17,2021-03-19,2021-03-19,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2329.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001729,1,C_466143,P_RARE_Product_Family_03,2021-04-17,2021-04-17,2021-04-17,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2331.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001730,1,C_466143,,2021-03-20,2021-03-22,2021-03-22,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 2333.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001731,1,C_467066,,2020-04-27,2020-04-28,2020-04-28,پیگیری سفارش,زمان,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001732,1,C_467066,P_571374,2020-03-27,2020-03-27,2020-03-27,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2332.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001733,1,C_467066,P_571374,2020-02-25,2020-02-27,2020-02-27,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2334.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001734,1,C_467066,P_571374,2020-04-09,2020-04-10,2020-04-10,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: فوری؛ کد پیگیری 2336.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001735,1,C_467066,,2020-03-09,2020-03-09,2020-03-09,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 2338.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001736,1,C_467314,,2020-08-26,2020-08-28,2020-08-28,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 2335.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001737,1,C_467314,P_RARE_Product_Family_05,2020-07-26,2020-07-27,2020-07-27,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2337.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001738,1,C_467314,P_RARE_Product_Family_05,2020-06-25,2020-06-25,2020-06-25,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2339.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001739,1,C_467314,P_RARE_Product_Family_05,2020-08-08,2020-08-10,2020-08-10,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2341.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001740,1,C_467314,,2020-08-10,2020-08-11,2020-08-11,وصول مطالبات,زمان,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001741,1,C_468189,,2022-02-19,2022-02-21,2022-02-21,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 2340.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001742,1,C_468189,P_319957,2022-04-17,2022-04-19,2022-04-19,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2342.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001743,1,C_468189,P_682478,2022-03-04,2022-03-04,2022-03-04,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 2345.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001744,1,C_468189,P_319957,2022-03-09,2022-03-11,2022-03-11,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2348.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001745,1,C_468189,P_682478,2022-04-09,2022-04-09,2022-04-09,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 2350.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001745,2,C_468189,P_682478,2022-04-09,2022-04-09,2022-04-12,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 2350. اطلاعات تکمیلی ثبت شد.,بازدید فنی,اصلاح,CRM_ACTIVITIES,REP-003
INT-0001746,1,C_468898,P_196953,2021-09-28,2021-09-28,2021-09-28,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 2347.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001747,1,C_468898,P_334309,2021-09-03,2021-09-04,2021-09-04,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 2349.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001748,1,C_468898,P_196953,2021-05-08,2021-05-10,2021-05-10,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2351.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001749,1,C_468898,P_855952,2021-01-05,2021-01-05,2021-01-05,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2354.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001750,1,C_468898,,2021-02-10,2021-02-12,2021-02-12,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 2357.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001751,1,C_468898,P_334309,2021-01-10,2021-01-11,2021-01-11,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 2359.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001752,1,C_469142,P_986783,2020-09-24,2020-09-25,2020-09-25,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2354.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001753,1,C_469142,,2021-03-29,2021-03-29,2021-03-29,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 2357.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001754,1,C_469142,P_RARE_Product_Family_02,2022-04-27,2022-04-28,2022-04-28,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 2359.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001755,1,C_469142,,2021-12-03,2021-12-03,2021-12-03,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2365.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001756,1,C_469142,P_RARE_Product_Family_02,2022-04-14,2022-04-14,2022-04-14,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 2368.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001757,1,C_469142,P_RARE_Product_Family_02,2021-01-23,2021-01-25,2021-01-25,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2372.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-003
INT-0001758,1,C_471976,P_961834,2021-09-13,2021-09-13,2021-09-13,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 2365.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0001759,1,C_471976,P_961834,2021-08-13,2021-08-15,2021-08-15,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 2368.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0001760,1,C_471976,,2021-10-12,2021-10-13,2021-10-13,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2372.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0001761,1,C_471976,,2021-08-29,2021-08-31,2021-08-31,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2374.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0001762,1,C_471976,P_RARE_Product_Family_01,2021-09-29,2021-09-29,2021-09-29,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 2376.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0001763,1,C_472366,P_693518,2022-05-02,2022-05-03,2022-05-03,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 2373.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001764,1,C_472366,P_672805,2022-07-07,2022-07-09,2022-07-09,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 2375.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001765,1,C_472366,,2022-05-29,2022-05-29,2022-05-29,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 2377.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001766,1,C_472366,,2022-04-08,2022-04-09,2022-04-09,وصول مطالبات,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001767,1,C_472366,P_700346,2022-07-25,2022-07-27,2022-07-27,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 2382.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001768,1,C_472366,P_RARE_Product_Family_02,2022-06-04,2022-06-04,2022-06-04,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 2384.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001769,1,C_472366,P_107385,2022-04-05,2022-04-06,2022-04-06,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 2388.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001770,1,C_472366,P_RARE_Product_Family_02,2022-01-20,2022-01-21,2022-01-21,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2391.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001771,1,C_472366,P_275491,2022-01-10,2022-01-10,2022-01-10,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 2393.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001772,1,C_472366,,2022-06-03,2022-06-05,2022-06-05,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 2396.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001773,1,C_472366,P_RARE_Product_Family_02,2022-06-05,2022-06-06,2022-06-06,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2398.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001773,2,C_472366,P_RARE_Product_Family_02,2022-06-05,2022-06-06,2022-06-09,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2398. اطلاعات تکمیلی ثبت شد.,پیگیری تلفنی,اصلاح,CRM_ACTIVITIES,REP-007
INT-0001774,1,C_472366,,2022-04-30,2022-05-02,2022-05-02,وصول مطالبات,در تعامل ثبت,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001775,1,C_472366,,2022-04-27,2022-04-28,2022-04-28,نمونه محصول,در تعامل ثبت,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001776,1,C_472366,P_RARE_Product_Family_02,2022-01-07,2022-01-07,2022-01-07,وصول مطالبات,در تعامل ثبت,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001777,1,C_472861,P_003764,2022-03-08,2022-03-10,2022-03-10,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 2391.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0001778,1,C_472861,,2022-02-28,2022-02-28,2022-02-28,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 2393.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-007
